0;a806
1;a807
2;a925
3;a809
4;a933
5;a934
6;a728
7;a846
8;a508
9;a504
10;a745
11;a503
12;a981
13;a862
14;a970
15;a730
16;a874
17;a750
18;a544
19;a419
20;a1062
21;a448
22;a436
23;a109
24;a105
25;a101
26;a453
27;a120
28;a369
29;a470
30;a355
31;a14
32;a284
33;a180
34;a67
35;a292
36;a83
37;a190
38;a907
39;a7
