0;a808
1;a1087
2;a939
3;a848
4;a601
5;a509
6;a865
7;a859
8;a974
9;a879
10;a669
11;a423
12;a650
13;a1055
14;a1057
15;a201
16;a1044
17;a312
18;a225
19;a219
20;a458
21;a334
22;a363
23;a126
24;a351
25;a382
26;a254
27;a56
28;a60
29;a69
